,price,propertyType,size,priceByArea,floor,rooms,bathrooms,district,avgPriceZone,status,hasLift,hasAirConditioning,hasBoxRoom,hasTerrace,hasGarden,hasSwimmingPool,hasParkingSpace,parkingSpacePrice,statusInt,box_posto_auto,propertyTypeInt,garden_terrace,floorCat,liftCat,roomsCat,bathroomsCat
607,30600.0,flat,70.0,437,2,5,1,Bosto-Cartabbia-Capolago,1396,good,0,0,1,0,0,0,0,0.0,2,1,3,0,1,0,4,1
608,30600.0,flat,67.0,456,0,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,3,1
609,34800.0,flat,80.0,435,0,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,1,0,0,0,0.0,2,0,3,1,0,0,3,1
610,36000.0,studio,70.0,514,0,1,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,1,1
611,36000.0,studio,70.0,514,2,1,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,2,0,1,0,1,1
612,36000.0,flat,30.0,1200,2,2,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,1,0,2,1
613,36000.0,flat,58.0,620,2,2,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,1,0,2,1
614,36000.0,flat,58.0,620,2,2,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,1,0,2,1
615,36000.0,flat,70.0,514,0,2,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,2,1
616,36000.0,studio,58.0,620,0,1,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,1,1
617,38250.0,flat,63.0,607,0,4,1,Bosto-Cartabbia-Capolago,1396,renew,0,0,0,0,0,0,0,0.0,1,0,3,0,0,0,4,1
618,38250.0,flat,63.0,607,0,4,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,4,1
619,40000.0,flat,35.0,1142,0,2,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,2,1
620,42000.0,flat,50.0,840,1,2,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,1,0.0,2,1,3,0,0,0,2,1
621,47270.0,flat,92.0,513,0,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,3,1
622,47270.0,flat,90.0,525,0,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,3,1
623,47270.0,flat,90.0,525,0,4,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,4,1
624,47270.0,flat,90.0,525,0,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,3,1
625,52000.0,flat,50.0,1040,1,2,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,2,1
626,59000.0,flat,75.0,786,2,3,1,Bosto-Cartabbia-Capolago,1396,renew,0,0,0,0,0,0,1,0.0,1,1,3,0,1,0,3,1
627,67000.0,flat,95.0,705,1,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,3,1
628,70000.0,flat,60.0,1166,3,2,1,Bosto-Cartabbia-Capolago,1396,good,0,0,1,0,0,0,0,0.0,2,1,3,0,1,0,2,1
629,77600.0,flat,103.0,753,1,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,3,1
630,78000.0,flat,80.0,975,0,2,1,Bosto-Cartabbia-Capolago,1396,good,1,0,0,0,0,0,0,0.0,2,0,3,0,0,0,2,1
631,78000.0,flat,65.0,1200,0,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,1,0.0,2,1,3,0,0,0,3,1
632,79000.0,flat,100.0,790,2,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,1,0,3,1
633,79000.0,studio,50.0,1580,0,1,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,1,1
634,80000.0,chalet,260.0,307,0,5,2,Bosto-Cartabbia-Capolago,1396,renew,0,0,1,0,0,0,1,0.0,1,1,4,0,0,0,4,2
635,80000.0,flat,120.0,666,1,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,1,0,0,0,0,0.0,2,1,3,0,0,0,3,1
636,82000.0,flat,71.0,1154,0,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,1,0,1,0,0,0.0,2,1,3,1,0,0,3,1
637,87900.0,flat,90.0,976,1,3,2,Bosto-Cartabbia-Capolago,1396,good,1,0,0,0,0,0,0,0.0,2,0,3,0,0,0,3,2
638,87900.0,flat,87.0,1010,0,4,2,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,1,0.0,2,1,3,0,0,0,4,2
639,89000.0,flat,104.0,855,1,4,1,Bosto-Cartabbia-Capolago,1396,renew,0,0,0,0,0,0,1,0.0,1,1,3,0,0,0,4,1
640,92000.0,flat,60.0,1533,0,2,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,1,0.0,2,1,3,0,0,0,2,1
641,92000.0,flat,60.0,1533,0,2,1,Bosto-Cartabbia-Capolago,1396,good,1,0,1,0,0,0,1,0.0,2,1,3,0,0,0,2,1
642,92520.0,flat,97.0,953,1,3,2,Bosto-Cartabbia-Capolago,1396,good,1,0,0,0,0,0,0,0.0,2,0,3,0,0,0,3,2
643,92520.0,flat,98.0,944,0,3,2,Bosto-Cartabbia-Capolago,1396,good,1,0,0,0,0,0,0,0.0,2,0,3,0,0,0,3,2
644,92520.0,flat,94.0,984,0,4,2,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,1,0.0,2,1,3,0,0,0,4,2
645,92520.0,flat,88.0,1051,0,4,2,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,1,0,1,0.0,2,1,3,1,0,0,4,2
646,98000.0,flat,60.0,1633,2,2,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,1,0,2,1
647,119000.0,flat,80.0,1487,1,2,1,Bosto-Cartabbia-Capolago,1396,good,1,0,1,0,0,0,1,20000.0,2,1,3,0,0,0,2,1
648,100000.0,flat,75.0,1333,1,2,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,2,1
649,101040.0,flat,100.0,1010,0,3,2,Bosto-Cartabbia-Capolago,1396,good,1,0,0,0,0,0,0,0.0,2,0,3,0,0,0,3,2
650,101040.0,flat,88.0,1148,0,3,2,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,1,0,1,0.0,2,1,3,1,0,0,3,2
651,101040.0,flat,88.0,1148,0,4,2,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,1,0,1,0.0,2,1,3,1,0,0,4,2
652,101040.0,flat,87.0,1161,0,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,1,0.0,2,1,3,0,0,0,3,1
653,101040.0,flat,100.0,1010,0,5,1,Bosto-Cartabbia-Capolago,1396,good,0,0,1,0,1,0,1,0.0,2,1,3,1,0,0,4,1
654,105000.0,flat,80.0,1312,3,3,1,Bosto-Cartabbia-Capolago,1396,good,1,0,0,0,0,0,0,0.0,2,0,3,0,1,1,3,1
655,105000.0,flat,80.0,1312,1,3,1,Bosto-Cartabbia-Capolago,1396,good,1,0,1,0,0,0,0,0.0,2,1,3,0,0,0,3,1
656,109000.0,flat,110.0,990,0,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,1,0,1,0.0,2,1,3,1,0,0,3,1
657,109680.0,flat,98.0,1119,0,3,2,Bosto-Cartabbia-Capolago,1396,good,1,0,0,0,0,0,0,0.0,2,0,3,0,0,0,3,2
658,109680.0,flat,88.0,1246,0,4,2,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,1,0,1,0.0,2,1,3,1,0,0,4,2
659,110000.0,flat,125.0,880,2,3,1,Bosto-Cartabbia-Capolago,1396,good,1,0,0,0,0,0,1,0.0,2,1,3,0,1,1,3,1
660,115000.0,flat,100.0,1150,1,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,1,0.0,2,1,3,0,0,0,3,1
661,138000.0,flat,64.0,2156,0,2,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,1,0,1,20000.0,2,1,3,1,0,0,2,1
662,118000.0,flat,70.0,1685,1,2,1,Bosto-Cartabbia-Capolago,1396,good,1,1,0,1,0,0,0,0.0,2,0,3,1,0,0,2,1
663,120000.0,flat,112.0,1071,2,4,2,Bosto-Cartabbia-Capolago,1396,renew,0,0,1,0,0,0,1,0.0,1,1,3,0,1,0,4,2
664,120000.0,flat,105.0,1142,0,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,1,0.0,2,1,3,0,0,0,3,1
665,120000.0,flat,100.0,1200,2,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,1,1,0,1,0.0,2,1,3,1,1,0,3,1
666,125000.0,flat,100.0,1250,3,3,1,Bosto-Cartabbia-Capolago,1396,good,1,0,1,1,0,0,1,0.0,2,1,3,1,1,1,3,1
667,126300.0,flat,89.0,1419,0,5,2,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,1,0,1,0.0,2,1,3,1,0,0,4,2
668,128000.0,penthouse,55.0,2327,1,2,1,Bosto-Cartabbia-Capolago,1396,good,0,1,0,1,1,0,0,0.0,2,0,6,1,0,0,2,1
669,129000.0,flat,110.0,1172,3,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,1,0,3,1
670,129000.0,flat,110.0,1172,3,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,1,0,0,0,0,0.0,2,1,3,0,1,0,3,1
671,129000.0,flat,110.0,1172,3,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,3,0,1,0,3,1
672,129000.0,flat,72.0,1791,0,2,1,Bosto-Cartabbia-Capolago,1396,good,1,0,0,0,1,0,1,0.0,2,1,3,1,0,0,2,1
673,130000.0,flat,105.0,1238,2,3,2,Bosto-Cartabbia-Capolago,1396,good,1,0,0,1,0,0,0,0.0,2,0,3,1,1,1,3,2
674,135000.0,flat,94.0,1436,3,3,1,Bosto-Cartabbia-Capolago,1396,renew,1,0,0,1,1,0,1,0.0,1,1,3,1,1,1,3,1
675,136000.0,flat,110.0,1236,3,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,1,0,0,0,0,0.0,2,1,3,0,1,0,3,1
676,138000.0,flat,90.0,1533,2,3,2,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,1,0.0,2,1,3,0,1,0,3,2
677,148000.0,flat,114.0,1298,4,3,2,Bosto-Cartabbia-Capolago,1396,good,1,0,0,0,0,0,1,0.0,2,1,3,0,1,1,3,2
678,150000.0,flat,93.0,1612,1,2,1,Bosto-Cartabbia-Capolago,1396,good,0,0,1,1,1,0,0,0.0,2,1,3,1,0,0,2,1
679,150000.0,flat,99.0,1515,4,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,1,0,0,0,1,0.0,2,1,3,0,1,0,3,1
680,150000.0,flat,110.0,1363,1,3,1,Bosto-Cartabbia-Capolago,1396,good,1,0,1,1,0,0,1,0.0,2,1,3,1,0,0,3,1
681,155000.0,flat,98.0,1581,0,3,2,Bosto-Cartabbia-Capolago,1396,good,1,1,0,1,1,0,0,0.0,2,0,3,1,0,0,3,2
682,160000.0,flat,160.0,1000,0,4,3,Bosto-Cartabbia-Capolago,1396,good,0,1,0,0,0,0,1,0.0,2,1,3,0,0,0,4,2
683,165000.0,flat,110.0,1500,1,3,2,Bosto-Cartabbia-Capolago,1396,good,0,0,1,0,1,0,1,0.0,2,1,3,1,0,0,3,2
684,168000.0,flat,100.0,1680,0,3,1,Bosto-Cartabbia-Capolago,1396,good,1,0,1,0,1,0,1,0.0,2,1,3,1,0,0,3,1
685,170000.0,flat,110.0,1545,3,3,2,Bosto-Cartabbia-Capolago,1396,good,1,0,1,1,0,0,1,0.0,2,1,3,1,1,1,3,2
686,172000.0,flat,90.0,1911,0,3,2,Bosto-Cartabbia-Capolago,1396,good,0,1,0,1,0,0,0,0.0,2,0,3,1,0,0,3,2
687,180000.0,flat,121.0,1487,1,3,2,Bosto-Cartabbia-Capolago,1396,good,1,0,0,1,1,0,1,0.0,2,1,3,1,0,0,3,2
688,182000.0,flat,100.0,1820,0,3,2,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,1,0,0,0.0,2,0,3,1,0,0,3,2
689,183000.0,flat,116.0,1577,3,3,1,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,1,0.0,2,1,3,0,1,0,3,1
690,185000.0,duplex,160.0,1156,1,4,1,Bosto-Cartabbia-Capolago,1396,good,1,0,1,1,1,0,1,0.0,2,1,5,1,0,0,4,1
691,185000.0,flat,95.0,1947,1,3,2,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,1,0.0,2,1,3,0,0,0,3,2
692,185000.0,flat,115.0,1608,0,3,2,Bosto-Cartabbia-Capolago,1396,good,0,0,1,0,0,0,1,0.0,2,1,3,0,0,0,3,2
693,185000.0,flat,100.0,1850,0,3,2,Bosto-Cartabbia-Capolago,1396,good,1,0,0,0,0,0,1,0.0,2,1,3,0,0,0,3,2
694,185000.0,flat,115.0,1608,0,3,2,Bosto-Cartabbia-Capolago,1396,good,1,0,1,0,1,0,1,0.0,2,1,3,1,0,0,3,2
695,190000.0,flat,95.0,2000,2,3,1,Bosto-Cartabbia-Capolago,1396,good,1,0,0,0,0,0,0,0.0,2,0,3,0,1,1,3,1
696,198000.0,flat,110.0,1800,1,4,2,Bosto-Cartabbia-Capolago,1396,good,1,0,0,0,0,0,1,0.0,2,1,3,0,0,0,4,2
697,198000.0,chalet,240.0,825,0,8,0,Bosto-Cartabbia-Capolago,1396,renew,0,0,0,0,1,0,1,0.0,1,1,4,1,0,0,4,0
698,210000.0,flat,124.0,1693,5,3,2,Bosto-Cartabbia-Capolago,1396,good,1,0,1,0,0,0,1,0.0,2,1,3,0,1,1,3,2
699,238000.0,flat,100.0,2380,0,3,2,Bosto-Cartabbia-Capolago,1396,good,0,0,0,1,1,0,1,20000.0,2,1,3,1,0,0,3,2
700,225000.0,flat,114.0,1973,0,3,2,Bosto-Cartabbia-Capolago,1396,good,1,0,1,1,1,0,1,0.0,2,1,3,1,0,0,3,2
701,268000.0,flat,110.0,2436,1,3,1,Bosto-Cartabbia-Capolago,1396,good,1,0,0,1,0,0,1,0.0,2,1,3,1,0,0,3,1
702,270000.0,flat,180.0,1500,1,5,2,Bosto-Cartabbia-Capolago,1396,good,0,0,0,1,0,0,0,0.0,2,0,3,1,0,0,4,2
703,270001.0,penthouse,105.0,2571,4,3,2,Bosto-Cartabbia-Capolago,1396,good,1,1,0,1,0,0,1,1.0,2,1,6,1,1,1,3,2
704,289000.0,chalet,405.0,713,0,5,2,Bosto-Cartabbia-Capolago,1396,good,0,0,1,1,1,0,1,0.0,2,1,4,1,0,0,4,2
705,320000.0,chalet,390.0,820,0,8,1,Bosto-Cartabbia-Capolago,1396,renew,0,0,1,0,0,0,0,0.0,1,1,4,0,0,0,4,1
706,340000.0,chalet,314.0,1082,3,7,3,Bosto-Cartabbia-Capolago,1396,good,0,0,0,1,1,0,1,0.0,2,1,4,1,1,0,4,2
707,349000.0,flat,161.0,2167,0,3,2,Bosto-Cartabbia-Capolago,1396,good,0,0,1,1,0,1,1,0.0,2,1,3,1,0,0,3,2
708,350000.0,flat,172.0,2034,0,4,2,Bosto-Cartabbia-Capolago,1396,good,1,0,1,1,0,0,1,0.0,2,1,3,1,0,0,4,2
709,385000.0,chalet,150.0,2566,0,4,2,Bosto-Cartabbia-Capolago,1396,good,0,1,0,1,1,0,1,0.0,2,1,4,1,0,0,4,2
710,390000.0,flat,253.0,1541,0,5,3,Bosto-Cartabbia-Capolago,1396,good,0,0,1,1,1,0,1,0.0,2,1,3,1,0,0,4,2
711,390000.0,chalet,420.0,928,0,8,4,Bosto-Cartabbia-Capolago,1396,good,0,0,1,1,1,0,1,0.0,2,1,4,1,0,0,4,2
712,398000.0,chalet,480.0,829,0,12,3,Bosto-Cartabbia-Capolago,1396,renew,0,0,1,1,1,0,1,0.0,1,1,4,1,0,0,4,2
713,430000.0,duplex,148.0,2905,0,4,3,Bosto-Cartabbia-Capolago,1396,good,1,1,1,0,1,0,1,0.0,2,1,5,1,0,0,4,2
714,460000.0,chalet,270.0,1703,0,7,5,Bosto-Cartabbia-Capolago,1396,good,0,0,1,1,1,0,1,0.0,2,1,4,1,0,0,4,2
715,480000.0,duplex,160.0,3000,3,4,2,Bosto-Cartabbia-Capolago,1396,good,1,1,1,1,0,0,1,0.0,2,1,5,1,1,1,4,2
716,535000.0,chalet,474.0,1128,0,8,3,Bosto-Cartabbia-Capolago,1396,good,0,0,1,1,1,0,1,0.0,2,1,4,1,0,0,4,2
717,540000.0,flat,385.0,1402,0,5,4,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,1,0,1,0.0,2,1,3,1,0,0,4,2
718,540000.0,countryHouse,380.0,1421,0,9,4,Bosto-Cartabbia-Capolago,1396,good,0,0,1,1,1,0,1,0.0,2,1,1,1,0,0,4,2
719,550000.0,chalet,305.0,1803,0,8,3,Bosto-Cartabbia-Capolago,1396,renew,0,0,0,0,1,0,1,0.0,1,1,4,1,0,0,4,2
720,550000.0,chalet,305.0,1803,0,10,3,Bosto-Cartabbia-Capolago,1396,renew,0,0,1,0,1,0,0,0.0,1,1,4,1,0,0,4,2
721,559000.0,chalet,238.0,2348,0,5,4,Bosto-Cartabbia-Capolago,1396,good,0,1,1,1,1,0,1,0.0,2,1,4,1,0,0,4,2
722,590000.0,flat,600.0,983,0,10,7,Bosto-Cartabbia-Capolago,1396,renew,0,0,1,0,1,0,0,0.0,1,1,3,1,0,0,4,2
723,630000.0,chalet,489.0,1288,0,7,6,Bosto-Cartabbia-Capolago,1396,good,0,1,0,1,1,0,1,0.0,2,1,4,1,0,0,4,2
724,640000.0,chalet,260.0,2461,0,5,3,Bosto-Cartabbia-Capolago,1396,good,0,1,0,1,0,0,1,0.0,2,1,4,1,0,0,4,2
725,650000.0,chalet,700.0,928,0,6,4,Bosto-Cartabbia-Capolago,1396,good,0,1,1,1,1,0,1,0.0,2,1,4,1,0,0,4,2
726,650000.0,chalet,400.0,1625,0,5,3,Bosto-Cartabbia-Capolago,1396,good,0,0,1,0,1,0,1,0.0,2,1,4,1,0,0,4,2
727,650000.0,penthouse,300.0,2166,3,4,2,Bosto-Cartabbia-Capolago,1396,good,0,0,0,1,0,0,1,0.0,2,1,6,1,1,0,4,2
728,690000.0,penthouse,280.0,2464,1,6,3,Bosto-Cartabbia-Capolago,1396,good,1,1,1,1,0,1,1,0.0,2,1,6,1,0,0,4,2
729,695000.0,chalet,290.0,2396,0,6,4,Bosto-Cartabbia-Capolago,1396,good,0,1,1,0,1,0,1,0.0,2,1,4,1,0,0,4,2
730,695000.0,chalet,290.0,2396,0,8,4,Bosto-Cartabbia-Capolago,1396,good,0,1,1,0,1,0,1,0.0,2,1,4,1,0,0,4,2
731,695000.0,chalet,290.0,2396,0,7,4,Bosto-Cartabbia-Capolago,1396,good,0,1,1,1,1,0,1,0.0,2,1,4,1,0,0,4,2
732,695000.0,chalet,300.0,2316,0,13,4,Bosto-Cartabbia-Capolago,1396,good,0,1,0,1,1,0,0,0.0,2,0,4,1,0,0,4,2
733,695000.0,chalet,300.0,2316,0,13,4,Bosto-Cartabbia-Capolago,1396,good,0,1,0,1,1,0,0,0.0,2,0,4,1,0,0,4,2
734,750000.0,chalet,600.0,1250,0,5,3,Bosto-Cartabbia-Capolago,1396,renew,0,0,0,1,0,0,1,0.0,1,1,4,1,0,0,4,2
735,769000.0,chalet,380.0,2023,0,6,3,Bosto-Cartabbia-Capolago,1396,good,0,0,1,1,1,0,1,0.0,2,1,4,1,0,0,4,2
736,799000.0,chalet,580.0,1377,3,8,5,Bosto-Cartabbia-Capolago,1396,good,0,0,1,1,1,1,1,0.0,2,1,4,1,1,0,4,2
737,800000.0,chalet,380.0,2105,0,5,4,Bosto-Cartabbia-Capolago,1396,good,0,0,1,1,1,0,1,0.0,2,1,4,1,0,0,4,2
738,830000.0,chalet,300.0,2766,0,12,2,Bosto-Cartabbia-Capolago,1396,renew,0,0,0,1,1,0,1,0.0,1,1,4,1,0,0,4,2
739,890000.0,flat,400.0,2225,2,10,4,Bosto-Cartabbia-Capolago,1396,good,1,0,1,1,1,0,0,0.0,2,1,3,1,1,1,4,2
740,890000.0,chalet,500.0,1780,0,10,5,Bosto-Cartabbia-Capolago,1396,good,0,0,0,1,1,0,1,0.0,2,1,4,1,0,0,4,2
741,900000.0,chalet,380.0,2368,0,5,3,Bosto-Cartabbia-Capolago,1396,good,0,1,0,1,0,0,1,0.0,2,1,4,1,0,0,4,2
742,900000.0,chalet,380.0,2368,0,5,4,Bosto-Cartabbia-Capolago,1396,good,0,0,0,1,1,0,1,0.0,2,1,4,1,0,0,4,2
743,990000.0,chalet,650.0,1523,0,5,3,Bosto-Cartabbia-Capolago,1396,good,0,0,0,1,0,1,1,0.0,2,1,4,1,0,0,4,2
744,1000000.0,chalet,400.0,2500,0,7,3,Bosto-Cartabbia-Capolago,1396,good,0,0,0,0,0,0,0,0.0,2,0,4,0,0,0,4,2
745,1000000.0,chalet,380.0,2631,0,6,4,Bosto-Cartabbia-Capolago,1396,good,0,0,1,1,1,0,0,0.0,2,1,4,1,0,0,4,2
746,1100000.0,chalet,712.0,1544,0,12,7,Bosto-Cartabbia-Capolago,1396,good,0,0,1,1,1,0,1,0.0,2,1,4,1,0,0,4,2
747,1100000.0,countryHouse,620.0,1774,0,10,7,Bosto-Cartabbia-Capolago,1396,good,0,0,1,0,1,0,1,0.0,2,1,1,1,0,0,4,2
748,1175000.0,flat,245.0,4795,0,5,4,Bosto-Cartabbia-Capolago,1396,good,1,0,1,1,1,0,1,0.0,2,1,3,1,0,0,4,2
749,1200000.0,chalet,583.0,2058,0,16,4,Bosto-Cartabbia-Capolago,1396,good,0,0,1,1,1,0,1,0.0,2,1,4,1,0,0,4,2
750,28800.0,flat,50.0,576,3,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,0,0,0,0,1,0.0,2,1,3,0,1,0,2,1
751,28800.0,flat,50.0,576,3,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,0,0,0,0,0,0.0,2,0,3,0,1,0,2,1
752,29748.0,flat,58.0,512,0,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,2,1
753,32000.0,flat,55.0,581,0,2,1,Sangallo-Valganna-Biumo Superiore,1391,renew,0,0,0,0,0,0,0,0.0,1,0,3,0,0,0,2,1
754,35325.0,flat,77.0,458,1,4,2,Sangallo-Valganna-Biumo Superiore,1391,renew,0,0,0,0,0,0,0,0.0,1,0,3,0,0,0,4,2
755,37185.0,flat,58.0,641,2,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,0,0,0,0,0,0.0,2,0,3,0,1,0,2,1
756,37185.0,flat,61.0,609,2,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,0,0,0,0,0,0.0,2,0,3,0,1,0,2,1
757,42000.0,flat,65.0,646,4,2,1,Sangallo-Valganna-Biumo Superiore,1391,renew,0,0,0,0,0,0,1,0.0,1,1,3,0,1,0,2,1
758,42000.0,flat,52.0,807,0,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,2,1
759,45000.0,flat,45.0,1000,1,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,1,0,0,0,0,1,0.0,2,1,3,0,0,0,2,1
760,45000.0,flat,86.0,523,3,3,1,Sangallo-Valganna-Biumo Superiore,1391,renew,0,0,1,0,0,0,0,0.0,1,1,3,0,1,0,3,1
761,50000.0,flat,60.0,833,3,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,1,0,0,0,0,0,0,0.0,2,0,3,0,1,1,2,1
762,50550.0,flat,73.0,692,0,3,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,3,1
763,50550.0,flat,73.0,692,0,3,1,Sangallo-Valganna-Biumo Superiore,1391,renew,0,0,0,0,0,0,0,0.0,1,0,3,0,0,0,3,1
764,50550.0,flat,73.0,692,2,3,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,0,0,0,0,0,0.0,2,0,3,0,1,0,3,1
765,52000.0,studio,50.0,1040,0,1,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,1,0,1,0,1,0.0,2,1,2,1,0,0,1,1
766,55000.0,flat,59.0,932,1,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,1,0,0,0,1,0.0,2,1,3,0,0,0,2,1
767,55000.0,flat,70.0,785,0,3,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,1,0,0,0,0,0.0,2,1,3,0,0,0,3,1
768,55000.0,flat,75.0,733,0,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,0,0,0,0,0,0.0,2,0,3,0,0,0,2,1
769,58000.0,flat,60.0,966,2,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,1,0,0,0,1,0.0,2,1,3,0,1,0,2,1
770,59000.0,flat,68.0,867,4,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,1,0,0,0,0,0,0,0.0,2,0,3,0,1,1,2,1
771,59000.0,flat,53.0,1113,3,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,0,0,0,0,0,0.0,2,0,3,0,1,0,2,1
772,59000.0,flat,50.0,1180,3,2,1,Sangallo-Valganna-Biumo Superiore,1391,renew,0,0,0,0,0,0,1,0.0,1,1,3,0,1,0,2,1
773,60000.0,flat,55.0,1090,2,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,1,0,0,0,0,0.0,2,1,3,0,1,0,2,1
774,60000.0,flat,65.0,923,2,2,1,Sangallo-Valganna-Biumo Superiore,1391,renew,0,0,1,0,0,0,0,0.0,1,1,3,0,1,0,2,1
775,60000.0,flat,70.0,857,1,2,1,Sangallo-Valganna-Biumo Superiore,1391,renew,0,0,0,0,0,0,0,0.0,1,0,3,0,0,0,2,1
776,65000.0,flat,67.0,970,2,3,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,0,0,0,0,0,0.0,2,0,3,0,1,0,3,1
777,68000.0,flat,55.0,1236,5,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,1,0,0,0,0,0,1,0.0,2,1,3,0,1,1,2,1
778,68000.0,flat,71.0,957,1,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,1,0,0,0,0,0.0,2,1,3,0,0,0,2,1
779,70000.0,flat,50.0,1400,2,2,1,Sangallo-Valganna-Biumo Superiore,1391,good,0,0,0,0,0,0,0,0.0,2,0,3,0,1,0,2,1
