,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_impurity_decrease,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
21,0,10,6.453401041030884,0.026555971578696613,0.41345534324645994,0.05163576272428156,0.22,0.31,9,"{'min_impurity_decrease': 0.22, 'max_features': 0.31, 'max_depth': 9}",0.38665934246908484,,,,,,,122,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
22,0,10,6.486252069473267,0.07700791377033914,0.3867514610290527,0.007311213691588518,0.02,auto,6,"{'min_impurity_decrease': 0.02, 'max_features': 'auto', 'max_depth': 6}",0.35403602482605123,,,,,,,132,0.9371146948749346,0.8573880136518868,0.8573880136518868,0.9584867230257738,0.9466467887422853,0.9114048467893534,0.04462136339365016
23,0,10,6.505691146850586,0.13517289912312896,0.3947206974029541,0.006930754156607333,0.22,0.38,16,"{'min_impurity_decrease': 0.22, 'max_features': 0.38, 'max_depth': 16}",0.3667663474829953,,,,,,,121,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
24,0,10,6.529128074645996,0.15198346515051267,0.3839090347290039,0.006208768991532685,0.07,0.27,22,"{'min_impurity_decrease': 0.07, 'max_features': 0.27, 'max_depth': 22}",0.38665934246908484,,,,,,,108,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
25,0,10,6.555534505844117,0.20120698687831517,0.4383849143981934,0.06162868412959022,0.1,0.22,10,"{'min_impurity_decrease': 0.1, 'max_features': 0.22, 'max_depth': 10}",0.38665934246908484,,,,,,,99,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
26,0,10,6.484793043136596,0.0750034255588788,0.3892508983612061,0.002801369949085816,0.25,0.65,18,"{'min_impurity_decrease': 0.25, 'max_features': 0.65, 'max_depth': 18}",0.3655798870529613,,,,,,,100,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
27,0,10,6.5185168266296385,0.10887134049578784,0.38844985961914064,0.005477677101192085,0.25,0.28,16,"{'min_impurity_decrease': 0.25, 'max_features': 0.28, 'max_depth': 16}",0.38665934246908484,,,,,,,101,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
28,0,10,6.4845246315002445,0.03127089052792231,0.428699254989624,0.053905575317613315,0.05,0.24,13,"{'min_impurity_decrease': 0.05, 'max_features': 0.24, 'max_depth': 13}",0.38665934246908484,,,,,,,102,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
29,0,10,6.423469972610474,0.03439441736318907,0.38800888061523436,0.0055191091634875485,0.13,0.25,18,"{'min_impurity_decrease': 0.13, 'max_features': 0.25, 'max_depth': 18}",0.38665934246908484,,,,,,,103,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
30,0,10,6.5181550025939945,0.08821515393723153,0.391038179397583,0.012560781180839701,0.17,0.34,24,"{'min_impurity_decrease': 0.17, 'max_features': 0.34, 'max_depth': 24}",0.3667663474829953,,,,,,,104,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
31,0,10,6.474015808105468,0.02737243260997769,0.42282938957214355,0.05948359992629637,0.15,0.42,13,"{'min_impurity_decrease': 0.15, 'max_features': 0.42, 'max_depth': 13}",0.3667663474829953,,,,,,,105,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
32,0,10,6.594916677474975,0.2201406893414062,0.41010231971740724,0.04943556558771253,0.16,0.44,19,"{'min_impurity_decrease': 0.16, 'max_features': 0.44, 'max_depth': 19}",0.3667663474829953,,,,,,,106,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
33,0,10,6.895709133148193,0.37750077290459455,0.4087334632873535,0.02025291002686414,0.25,0.52,,"{'min_impurity_decrease': 0.25, 'max_features': 0.52, 'max_depth': None}",0.3655798870529613,,,,,,,107,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
34,0,10,6.755592346191406,0.07617647795662986,0.40595049858093263,0.004951991062272719,0.17,0.61,19,"{'min_impurity_decrease': 0.17, 'max_features': 0.61, 'max_depth': 19}",0.3655798870529613,,,,,,,109,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
35,0,10,6.772301959991455,0.17790903053724946,0.4225222110748291,0.05527882976441049,0.21,0.32,14,"{'min_impurity_decrease': 0.21, 'max_features': 0.32, 'max_depth': 14}",0.38665934246908484,,,,,,,119,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
36,0,10,6.606228160858154,0.18700548087887908,0.38884243965148924,0.005840697700989459,0.16,0.61,14,"{'min_impurity_decrease': 0.16, 'max_features': 0.61, 'max_depth': 14}",0.3655798870529613,,,,,,,110,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
37,0,10,6.419509983062744,0.06675357609243604,0.3896781921386719,0.004789479950244067,0.23,0.21,11,"{'min_impurity_decrease': 0.23, 'max_features': 0.21, 'max_depth': 11}",0.38665934246908484,,,,,,,111,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
38,0,10,6.512894010543823,0.13362912393633647,0.4237526416778564,0.048841080419903385,0.04,0.3,24,"{'min_impurity_decrease': 0.04, 'max_features': 0.3, 'max_depth': 24}",0.38665934246908484,,,,,,,112,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
39,0,10,7.085036897659302,0.4736426837424066,0.4248612403869629,0.052841431038190195,0.06,0.35,15,"{'min_impurity_decrease': 0.06, 'max_features': 0.35, 'max_depth': 15}",0.3667663474829953,,,,,,,113,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
40,0,10,7.290652561187744,0.2949669011374531,0.41758437156677247,0.055355621730693486,0.24,0.49,11,"{'min_impurity_decrease': 0.24, 'max_features': 0.49, 'max_depth': 11}",0.3667663474829953,,,,,,,114,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
41,0,10,7.076969194412231,0.4261913318296423,0.46328344345092776,0.11676771919653872,0.15,0.5,6,"{'min_impurity_decrease': 0.15, 'max_features': 0.5, 'max_depth': 6}",0.3655798870529613,,,,,,,115,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
42,0,10,7.040245008468628,0.6017956039550025,0.47612199783325193,0.11956044409197981,0.24,0.36,11,"{'min_impurity_decrease': 0.24, 'max_features': 0.36, 'max_depth': 11}",0.3667663474829953,,,,,,,116,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
43,0,10,7.050068807601929,0.5825539352506283,0.4183319568634033,0.04818813381444105,0.11,0.27,15,"{'min_impurity_decrease': 0.11, 'max_features': 0.27, 'max_depth': 15}",0.38665934246908484,,,,,,,117,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
44,0,10,7.475473880767822,0.5628605170822806,0.43955698013305666,0.050530612076387364,0.11,0.21,22,"{'min_impurity_decrease': 0.11, 'max_features': 0.21, 'max_depth': 22}",0.38665934246908484,,,,,,,118,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
45,0,10,10.453624534606934,4.448714032201068,0.4695770263671875,0.08486659189343206,0.11,0.42,17,"{'min_impurity_decrease': 0.11, 'max_features': 0.42, 'max_depth': 17}",0.3667663474829953,,,,,,,120,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
46,0,10,7.83243842124939,0.6782111866749599,0.48707056045532227,0.1221842602415736,0.13,0.45,10,"{'min_impurity_decrease': 0.13, 'max_features': 0.45, 'max_depth': 10}",0.3667663474829953,,,,,,,145,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
47,0,10,6.584056615829468,0.1549818739889004,0.39037885665893557,0.009090005758578537,0.21,0.31,24,"{'min_impurity_decrease': 0.21, 'max_features': 0.31, 'max_depth': 24}",0.38665934246908484,,,,,,,168,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
48,0,10,6.569341373443604,0.15098651944726077,0.440856409072876,0.04936778164873757,0.02,0.55,19,"{'min_impurity_decrease': 0.02, 'max_features': 0.55, 'max_depth': 19}",0.3655798870529613,,,,,,,146,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
49,0,10,6.4918046474456785,0.07021300732479971,0.38977646827697754,0.0053150993835558895,0.06,0.22,10,"{'min_impurity_decrease': 0.06, 'max_features': 0.22, 'max_depth': 10}",0.38665934246908484,,,,,,,171,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
50,0,10,6.568636417388916,0.09801936947132547,0.4048450946807861,0.01869643817919041,0.24,0.21,7,"{'min_impurity_decrease': 0.24, 'max_features': 0.21, 'max_depth': 7}",0.38665934246908484,,,,,,,172,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
51,0,10,6.550318574905395,0.11530157145598191,0.393693733215332,0.017126489084008295,0.03,0.31,14,"{'min_impurity_decrease': 0.03, 'max_features': 0.31, 'max_depth': 14}",0.38665934246908484,,,,,,,173,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
52,0,10,6.47949743270874,0.03815038248230306,0.4158957004547119,0.048342923399013644,0.14,0.51,21,"{'min_impurity_decrease': 0.14, 'max_features': 0.51, 'max_depth': 21}",0.3655798870529613,,,,,,,174,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
53,0,10,6.5686970233917235,0.15529269535946588,0.41954813003540037,0.046598868718814614,0.07,0.57,6,"{'min_impurity_decrease': 0.07, 'max_features': 0.57, 'max_depth': 6}",0.3655798870529613,,,,,,,175,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
54,0,10,6.563754367828369,0.08686146975929097,0.39036989212036133,0.002349532693011111,0.01,0.45,11,"{'min_impurity_decrease': 0.01, 'max_features': 0.45, 'max_depth': 11}",0.3667663474829953,,,,,,,176,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
55,0,10,6.700662136077881,0.18858817958476473,0.4134037017822266,0.05590193703920268,0.12,0.6,21,"{'min_impurity_decrease': 0.12, 'max_features': 0.6, 'max_depth': 21}",0.3655798870529613,,,,,,,177,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
56,0,10,6.7424671173095705,0.287533884087183,0.39023404121398925,0.010375048353290348,0.24,0.24,24,"{'min_impurity_decrease': 0.24, 'max_features': 0.24, 'max_depth': 24}",0.38665934246908484,,,,,,,178,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
57,0,10,6.745534896850586,0.30542580818670073,0.39070634841918944,0.009747735408603636,0.12,0.42,23,"{'min_impurity_decrease': 0.12, 'max_features': 0.42, 'max_depth': 23}",0.3667663474829953,,,,,,,179,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
58,0,10,6.583777046203613,0.13583828817614593,0.3902129650115967,0.004640141037515489,0.24,0.64,23,"{'min_impurity_decrease': 0.24, 'max_features': 0.64, 'max_depth': 23}",0.3655798870529613,,,,,,,181,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
59,0,10,6.591301441192627,0.14392116467567834,0.4455615520477295,0.07344173212797458,0.1,0.54,18,"{'min_impurity_decrease': 0.1, 'max_features': 0.54, 'max_depth': 18}",0.3655798870529613,,,,,,,191,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
60,0,10,6.582200574874878,0.10436449331524303,0.3926332950592041,0.008929214396227361,0.1,0.39,12,"{'min_impurity_decrease': 0.1, 'max_features': 0.39, 'max_depth': 12}",0.3667663474829953,,,,,,,182,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
61,0,10,6.571190023422242,0.08805166534349419,0.391469669342041,0.0021260360772213513,0.13,0.51,6,"{'min_impurity_decrease': 0.13, 'max_features': 0.51, 'max_depth': 6}",0.3655798870529613,,,,,,,183,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
62,0,10,6.494438219070434,0.018358146668774895,0.4144603729248047,0.0527471104572385,0.01,0.61,12,"{'min_impurity_decrease': 0.01, 'max_features': 0.61, 'max_depth': 12}",0.3655798870529613,,,,,,,184,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
63,0,10,6.831791400909424,0.5302134837350486,0.39687471389770507,0.010371903579681839,0.13,0.43,15,"{'min_impurity_decrease': 0.13, 'max_features': 0.43, 'max_depth': 15}",0.3667663474829953,,,,,,,185,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
64,0,10,8.08599157333374,1.323265304244355,0.4810179233551025,0.08560068743147484,0.16,0.27,24,"{'min_impurity_decrease': 0.16, 'max_features': 0.27, 'max_depth': 24}",0.38665934246908484,,,,,,,186,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
65,0,10,8.956751012802124,0.703237143160665,0.54670729637146,0.09157797286161164,0.16,0.46,12,"{'min_impurity_decrease': 0.16, 'max_features': 0.46, 'max_depth': 12}",0.3667663474829953,,,,,,,187,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
66,0,10,8.469555807113647,0.9816145189630197,0.5329752445220948,0.029645544087370537,0.2,0.38,,"{'min_impurity_decrease': 0.2, 'max_features': 0.38, 'max_depth': None}",0.3667663474829953,,,,,,,188,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
67,0,10,8.94993815422058,0.6558027741138754,0.564934253692627,0.06954202620615665,0.11,0.31,10,"{'min_impurity_decrease': 0.11, 'max_features': 0.31, 'max_depth': 10}",0.38665934246908484,,,,,,,189,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
68,0,10,9.144607305526733,0.6081422181239834,0.5124011039733887,0.023096935484703263,0.07,0.55,24,"{'min_impurity_decrease': 0.07, 'max_features': 0.55, 'max_depth': 24}",0.3655798870529613,,,,,,,190,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
69,0,10,9.105828619003296,0.72914165074913,0.5606439590454102,0.10209394668148732,0.15,0.29,7,"{'min_impurity_decrease': 0.15, 'max_features': 0.29, 'max_depth': 7}",0.38665934246908484,,,,,,,170,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
70,0,10,8.109675979614257,1.1349504169976552,0.5532065868377686,0.19907285454438275,0.18,0.29,17,"{'min_impurity_decrease': 0.18, 'max_features': 0.29, 'max_depth': 17}",0.38665934246908484,,,,,,,180,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
71,0,10,6.985680389404297,0.2977140269598279,0.3914180278778076,0.004773701993871387,0.21,0.27,17,"{'min_impurity_decrease': 0.21, 'max_features': 0.27, 'max_depth': 17}",0.38665934246908484,,,,,,,169,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
72,0,10,6.554051685333252,0.07662975614667074,0.41538434028625487,0.05145485092077705,0.19,0.36,9,"{'min_impurity_decrease': 0.19, 'max_features': 0.36, 'max_depth': 9}",0.3667663474829953,,,,,,,156,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
73,0,10,6.570205354690552,0.12733465466203645,0.4242910861968994,0.04756191208855234,0.16,0.47,16,"{'min_impurity_decrease': 0.16, 'max_features': 0.47, 'max_depth': 16}",0.3667663474829953,,,,,,,147,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
74,0,10,6.5563802242279055,0.04894917026733226,0.3868083953857422,0.006835228854846841,0.08,sqrt,17,"{'min_impurity_decrease': 0.08, 'max_features': 'sqrt', 'max_depth': 17}",0.3667663474829953,,,,,,,148,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
75,0,10,6.556898927688598,0.1340116743277532,0.38998613357543943,0.007296482678320276,0.11,0.41,24,"{'min_impurity_decrease': 0.11, 'max_features': 0.41, 'max_depth': 24}",0.3667663474829953,,,,,,,149,0.9379443265417291,0.8649032794564937,0.8649032794564937,0.9346241266247445,0.9463220225346163,0.9097394069228155,0.03680655154372991
76,0,10,6.610943746566773,0.2440247307511418,0.42654128074645997,0.06320801663596241,0.19,0.61,15,"{'min_impurity_decrease': 0.19, 'max_features': 0.61, 'max_depth': 15}",0.3655798870529613,,,,,,,150,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
77,0,10,6.918438291549682,0.16019950329939678,0.4049978733062744,0.009631410388470653,0.15,0.25,18,"{'min_impurity_decrease': 0.15, 'max_features': 0.25, 'max_depth': 18}",0.38665934246908484,,,,,,,151,0.9325053893811664,0.869714280399397,0.869714280399397,0.9355944739328027,0.9479297306630206,0.9110916309551568,0.034176466265632706
78,0,10,6.683222341537475,0.03613979148630546,0.3979976177215576,0.006270756641129505,0.15,0.61,12,"{'min_impurity_decrease': 0.15, 'max_features': 0.61, 'max_depth': 12}",0.3655798870529613,,,,,,,152,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
79,0,10,6.699100589752197,0.11097617192281584,0.43075852394104003,0.058089365120680414,0.1,0.51,6,"{'min_impurity_decrease': 0.1, 'max_features': 0.51, 'max_depth': 6}",0.3655798870529613,,,,,,,153,0.9363578377584003,0.8618981966798501,0.8618981966798501,0.9419153311333648,0.9468835940105906,0.9097906312524111,0.03924556349124569
